Date,Libellé,Montant,Solde
2025-05-16,Facturation,-227.53,-3531.14
2025-05-17,Facturation,-302.27,-3833.41
2025-05-18,Facturation,-310.98,-4144.39
2025-05-19,Facturation,-272.09,-4416.48
2025-05-20,Facturation,-303.1,-4719.57
2025-05-21,Facturation,-335.98,-5055.55
2025-05-22,Facturation,-295.79,-5351.34
2025-05-23,Facturation,-262.44,-5613.78
2025-05-24,Facturation,-262.34,-5876.12
2025-05-25,Facturation,-286.68,-6162.79
2025-05-26,Facturation,-266.61,-6429.4
2025-05-27,Facturation,-194.37,-6623.77
2025-05-28,Facturation,-377.7,-7001.47
2025-05-29,Facturation,-407.7,-7409.17
2025-05-30,Facturation,-391.04,-7800.21
2025-05-31,Facturation,-255.74,-8055.95
2025-06-01,Facturation,8759.28,703.32
2025-06-02,Facturation,-333.31,370.01
2025-06-03,Facturation,-318.61,51.4
2025-06-04,Facturation,-271.93,-220.52
2025-06-05,Facturation,-248.66,-469.19
2025-06-06,Facturation,-414.88,-884.07
2025-06-07,Facturation,-293.59,-1177.67
2025-06-08,Facturation,-419.09,-1596.75
2025-06-09,Facturation,-323.4,-1920.16
2025-06-10,Facturation,-255.17,-2175.33
2025-06-11,Facturation,-373.44,-2548.77
2025-06-12,Facturation,-328.56,-2877.33
2025-06-13,Facturation,-312.2,-3189.53
2025-06-14,Facturation,-281.7,-3471.23
2025-06-15,Facturation,-247.36,-3718.59
2025-06-16,Facturation,-377.64,-4096.24
2025-06-17,Facturation,-274.02,-4370.26
2025-06-18,Facturation,-321.73,-4691.99
2025-06-19,Facturation,-258.56,-4950.55
2025-06-20,Facturation,-319.3,-5269.85
2025-06-21,Facturation,-272.44,-5542.3
2025-06-22,Facturation,-226.75,-5769.05
2025-06-23,Facturation,-270.25,-6039.3
2025-06-24,Facturation,-247.43,-6286.73
2025-06-25,Facturation,-361.23,-6647.96
2025-06-26,Facturation,-299.64,-6947.6
2025-06-27,Facturation,-243.65,-7191.25
2025-06-28,Facturation,-224.36,-7415.61
2025-06-29,Facturation,-311.37,-7726.98
2025-06-30,Facturation,-371.93,-8098.91
2025-07-01,Facturation,7960.93,-137.98
2025-07-02,Facturation,-376.73,-514.71
2025-07-03,Facturation,-281.44,-796.15
2025-07-04,Facturation,-294.62,-1090.77
2025-07-05,Facturation,-382.32,-1473.09
2025-07-06,Facturation,-270.27,-1743.36
2025-07-07,Facturation,-276.1,-2019.47
2025-07-08,Facturation,-300.93,-2320.4
2025-07-09,Facturation,-368.57,-2688.97
2025-07-10,Facturation,-284.51,-2973.47
2025-07-11,Facturation,-252.28,-3225.75
2025-07-12,Facturation,-305.78,-3531.53
2025-07-13,Facturation,-336.85,-3868.37
2025-07-14,Facturation,-333.76,-4202.13
2025-07-15,Facturation,-248.37,-4450.5
2025-07-16,Facturation,-318.48,-4768.98
2025-07-17,Facturation,-248.58,-5017.56
2025-07-18,Facturation,-285.26,-5302.83
2025-07-19,Facturation,-294.34,-5597.17
2025-07-20,Facturation,-213.52,-5810.69
2025-07-21,Facturation,-324.09,-6134.78
2025-07-22,Facturation,-287.45,-6422.23
2025-07-23,Facturation,-290.13,-6712.36
2025-07-24,Facturation,-364.75,-7077.11
2025-07-25,Facturation,-436.6,-7513.71
2025-07-26,Facturation,-342.47,-7856.18
2025-07-27,Facturation,-362.95,-8219.13
2025-07-28,Facturation,-305.67,-8524.8
2025-07-29,Facturation,-316.38,-8841.18
2025-07-30,Facturation,-221.01,-9062.19
2025-07-31,Facturation,-333.2,-9395.39
2025-08-01,Facturation,7935.52,-1459.86
2025-08-02,Facturation,-260.7,-1720.56
2025-08-03,Facturation,-239.29,-1959.85
2025-08-04,Facturation,-205.85,-2165.7
2025-08-05,Facturation,-377.81,-2543.5
2025-08-06,Facturation,-327.82,-2871.32
2025-08-07,Dépense exceptionnelle,-2658.95,-5530.28
2025-08-08,Facturation,-376.34,-5906.61
2025-08-09,Facturation,-383.0,-6289.61
2025-08-10,Facturation,-336.49,-6626.1
2025-08-11,Facturation,-309.66,-6935.77
2025-08-12,Facturation,-305.0,-7240.77
2025-08-13,Facturation,-313.46,-7554.23
2025-08-14,Facturation,-338.18,-7892.4
2025-08-15,Facturation,-276.46,-8168.87
2025-08-16,Facturation,-268.29,-8437.15
2025-08-17,Facturation,-324.45,-8761.6
2025-08-18,Facturation,-166.68,-8928.28
2025-08-19,Facturation,-294.66,-9222.94
2025-08-20,Facturation,-193.73,-9416.66
2025-08-21,Facturation,-342.9,-9759.57
2025-08-22,Facturation,-233.03,-9992.6
2025-08-23,Facturation,-236.85,-10229.44
2025-08-24,Facturation,-275.16,-10504.6
2025-08-25,Facturation,-366.75,-10871.35
2025-08-26,Facturation,-320.14,-11191.49
2025-08-27,Facturation,-296.61,-11488.1
2025-08-28,Facturation,-235.09,-11723.19
2025-08-29,Facturation,-333.71,-12056.9
2025-08-30,Facturation,-276.71,-12333.61
2025-08-31,Facturation,-371.95,-12705.56
2025-09-01,Facturation,7991.62,-4713.94
2025-09-02,Facturation,-262.37,-4976.31
2025-09-03,Facturation,-364.86,-5341.17
2025-09-04,Facturation,-408.4,-5749.57
2025-09-05,Facturation,-333.11,-6082.68
2025-09-06,Facturation,-284.77,-6367.44
2025-09-07,Facturation,-262.82,-6630.26
2025-09-08,Facturation,-344.86,-6975.12
2025-09-09,Facturation,-228.34,-7203.45
2025-09-10,Facturation,-364.9,-7568.35
2025-09-11,Facturation,-234.42,-7802.78
2025-09-12,Facturation,-331.64,-8134.42
2025-09-13,Facturation,-264.16,-8398.58
2025-09-14,Facturation,-260.5,-8659.09
2025-09-15,Facturation,-358.21,-9017.29
2025-09-16,Facturation,-390.15,-9407.44
2025-09-17,Facturation,-329.11,-9736.55
2025-09-18,Facturation,-336.81,-10073.36
2025-09-19,Dépense exceptionnelle,-2473.45,-12546.8
2025-09-20,Facturation,-383.95,-12930.76
2025-09-21,Facturation,-245.96,-13176.71
2025-09-22,Facturation,-378.75,-13555.46
2025-09-23,Facturation,-224.42,-13779.88
2025-09-24,Facturation,-221.26,-14001.15
2025-09-25,Facturation,-319.92,-14321.07
2025-09-26,Facturation,-373.5,-14694.57
2025-09-27,Facturation,-421.56,-15116.13
2025-09-28,Facturation,-372.52,-15488.66
2025-09-29,Facturation,-317.49,-15806.15
2025-09-30,Facturation,-253.44,-16059.59
2025-10-01,Facturation,7884.94,-8174.65
2025-10-02,Facturation,-290.67,-8465.32
2025-10-03,Facturation,-294.11,-8759.43
2025-10-04,Facturation,-359.92,-9119.35
2025-10-05,Facturation,-225.06,-9344.41
2025-10-06,Facturation,-294.04,-9638.45
2025-10-07,Facturation,-299.39,-9937.84
2025-10-08,Facturation,-438.88,-10376.72
2025-10-09,Facturation,-323.59,-10700.31
2025-10-10,Facturation,-337.32,-11037.63
2025-10-11,Facturation,-316.27,-11353.9
2025-10-12,Facturation,-354.72,-11708.62
2025-10-13,Facturation,-302.66,-12011.28
2025-10-14,Facturation,-229.64,-12240.92
2025-10-15,Facturation,-204.07,-12444.99
2025-10-16,Facturation,-284.25,-12729.24
2025-10-17,Facturation,-324.84,-13054.08
2025-10-18,Facturation,-357.45,-13411.53
2025-10-19,Facturation,-292.7,-13704.23
2025-10-20,Facturation,-340.48,-14044.71
2025-10-21,Facturation,-293.26,-14337.97
2025-10-22,Facturation,-235.58,-14573.55
2025-10-23,Facturation,-292.85,-14866.4
2025-10-24,Facturation,-271.04,-15137.44
2025-10-25,Facturation,-348.19,-15485.63
2025-10-26,Facturation,-259.89,-15745.53
2025-10-27,Facturation,-305.86,-16051.39
2025-10-28,Facturation,-225.82,-16277.21
2025-10-29,Facturation,-322.07,-16599.28
2025-10-30,Facturation,-209.54,-16808.82
2025-10-31,Facturation,-279.0,-17087.83
2025-11-01,Facturation,8879.89,-8207.93
2025-11-02,Facturation,-335.47,-8543.4
2025-11-03,Facturation,-266.18,-8809.57
2025-11-04,Facturation,-394.7,-9204.27
2025-11-05,Facturation,-356.99,-9561.26
2025-11-06,Facturation,-299.37,-9860.63
2025-11-07,Facturation,-357.82,-10218.45
2025-11-08,Facturation,-320.65,-10539.1
2025-11-09,Facturation,-400.97,-10940.07
2025-11-10,Facturation,-400.37,-11340.44
2025-11-11,Facturation,-312.45,-11652.89
2025-11-12,Facturation,-335.97,-11988.86
2025-11-13,Facturation,-322.76,-12311.62
2025-11-14,Facturation,-417.68,-12729.3
2025-11-15,Facturation,-355.84,-13085.14
2025-11-16,Facturation,-294.4,-13379.53
2025-11-17,Facturation,-327.21,-13706.75
2025-11-18,Facturation,-298.78,-14005.53
2025-11-19,Facturation,-287.96,-14293.49
2025-11-20,Facturation,-314.54,-14608.03
2025-11-21,Facturation,-378.04,-14986.07
2025-11-22,Facturation,-237.6,-15223.67
2025-11-23,Facturation,-235.62,-15459.29
2025-11-24,Facturation,-277.36,-15736.66
2025-11-25,Facturation,-233.81,-15970.47
2025-11-26,Facturation,-309.49,-16279.95
2025-11-27,Facturation,-338.95,-16618.9
2025-11-28,Facturation,-305.5,-16924.4
2025-11-29,Facturation,-298.93,-17223.33
2025-11-30,Facturation,-323.02,-17546.36
2025-12-01,Facturation,8037.97,-9508.38
2025-12-02,Facturation,-285.98,-9794.36
2025-12-03,Facturation,-318.36,-10112.72
2025-12-04,Facturation,-332.71,-10445.43
2025-12-05,Facturation,-294.48,-10739.91
2025-12-06,Facturation,-231.87,-10971.78
2025-12-07,Facturation,-318.63,-11290.41
2025-12-08,Facturation,-370.26,-11660.67
2025-12-09,Facturation,-234.15,-11894.82
2025-12-10,Facturation,-335.45,-12230.27
2025-12-11,Facturation,-369.61,-12599.88
2025-12-12,Facturation,-312.38,-12912.26
2025-12-13,Facturation,-358.94,-13271.2
2025-12-14,Facturation,-300.48,-13571.68
2025-12-15,Facturation,-290.03,-13861.71
2025-12-16,Facturation,-291.21,-14152.92
2025-12-17,Facturation,-342.5,-14495.42
2025-12-18,Facturation,-298.47,-14793.89
2025-12-19,Facturation,-298.12,-15092.01
2025-12-20,Facturation,-286.53,-15378.55
2025-12-21,Facturation,-280.6,-15659.15
2025-12-22,Facturation,-216.87,-15876.02
2025-12-23,Facturation,-321.05,-16197.07
2025-12-24,Facturation,-315.75,-16512.82
2025-12-25,Facturation,-327.98,-16840.8
2025-12-26,Facturation,-327.45,-17168.25
2025-12-27,Facturation,-337.23,-17505.48
2025-12-28,Facturation,-362.47,-17867.95
2025-12-29,Facturation,-269.53,-18137.47
2025-12-30,Facturation,-343.04,-18480.52
2025-12-31,Facturation,-336.48,-18817.0
