Date,Libellé,Montant,Solde
2025-06-01,Synthétique,1.301146548997907e+40,2.927579735245291e+40
2025-06-02,Synthétique,2.3420637881962324e+40,5.269643523441523e+40
2025-06-03,Synthétique,4.2157148187532184e+40,9.485358342194742e+40
2025-06-04,Synthétique,7.588286673755794e+40,1.7073645015950536e+41
2025-06-05,Synthétique,1.3658916012760428e+41,3.0732561028710964e+41
2025-06-06,Synthétique,2.4586048822968777e+41,5.531860985167974e+41
2025-06-07,Synthétique,4.425488788134379e+41,9.957349773302353e+41
2025-06-08,Synthétique,7.965879818641883e+41,1.7923229591944236e+42
2025-06-09,Synthétique,1.433858367355539e+42,3.2261813265499625e+42
2025-06-10,Synthétique,2.5809450612399705e+42,5.807126387789933e+42
2025-06-11,Synthétique,4.6457011102319467e+42,1.045282749802188e+43
2025-06-12,Synthétique,8.362261998417504e+42,1.8815089496439384e+43
2025-06-13,Synthétique,1.505207159715151e+43,3.3867161093590895e+43
2025-06-14,Synthétique,2.709372887487272e+43,6.096088996846361e+43
2025-06-15,Synthétique,4.876871197477089e+43,1.097296019432345e+44
2025-06-16,Synthétique,8.778368155458761e+43,1.975132834978221e+44
2025-06-17,Synthétique,1.580106267982577e+44,3.555239102960798e+44
2025-06-18,Synthétique,2.8441912823686383e+44,6.399430385329436e+44
2025-06-19,Synthétique,5.11954430826355e+44,1.1518974693592986e+45
2025-06-20,Synthétique,9.21517975487439e+44,2.0734154448467375e+45
2025-06-21,Synthétique,1.6587323558773905e+45,3.732147800724128e+45
2025-06-22,Synthétique,2.9857182405793034e+45,6.717866041303431e+45
2025-06-23,Synthétique,5.374292833042745e+45,1.2092158874346177e+46
2025-06-24,Synthétique,9.67372709947694e+45,2.1765885973823117e+46
2025-06-25,Synthétique,1.7412708779058495e+46,3.917859475288161e+46
2025-06-26,Synthétique,3.1342875802305293e+46,7.052147055518691e+46
2025-06-27,Synthétique,5.641717644414952e+46,1.2693864699933643e+47
2025-06-28,Synthétique,0.0,1.2693864699933643e+47
2025-06-29,Synthétique,0.0,1.2693864699933643e+47
2025-06-30,Synthétique,1.0155091759946917e+47,2.284895645988056e+47
2025-07-01,Synthétique,1.827916516790445e+47,4.112812162778501e+47
2025-07-02,Synthétique,3.290249730222801e+47,7.403061893001302e+47
2025-07-03,Synthétique,5.922449514401043e+47,1.3325511407402345e+48
2025-07-04,Synthétique,1.0660409125921876e+48,2.398592053332422e+48
2025-07-05,Synthétique,1.918873642665938e+48,4.31746569599836e+48
2025-07-06,Synthétique,3.4539725567986875e+48,7.771438252797047e+48
2025-07-07,Synthétique,6.217150602237638e+48,1.3988588855034686e+49
2025-07-08,Synthétique,1.119087108402775e+49,2.5179459939062436e+49
2025-07-09,Synthétique,2.0143567951249949e+49,4.5323027890312384e+49
2025-07-10,Synthétique,3.6258422312249904e+49,8.158145020256229e+49
2025-07-11,Synthétique,6.526516016204984e+49,1.4684661036461212e+50
2025-07-12,Synthétique,1.1747728829168973e+50,2.6432389865630186e+50
2025-07-13,Synthétique,2.114591189250415e+50,4.7578301758134334e+50
2025-07-14,Synthétique,3.806264140650746e+50,8.564094316464179e+50
2025-07-15,Synthétique,6.851275453171345e+50,1.5415369769635524e+51
2025-07-16,Synthétique,1.233229581570842e+51,2.7747665585343945e+51
2025-07-17,Synthétique,2.2198132468275162e+51,4.9945798053619106e+51
2025-07-18,Synthétique,3.9956638442895296e+51,8.99024364965144e+51
2025-07-19,Synthétique,7.192194919721151e+51,1.6182438569372591e+52
2025-07-20,Synthétique,1.2945950855498072e+52,2.9128389424870663e+52
2025-07-21,Synthétique,2.330271153989653e+52,5.243110096476719e+52
2025-07-22,Synthétique,4.194488077181376e+52,9.437598173658095e+52
2025-07-23,Synthétique,7.550078538926477e+52,1.6987676712584572e+53
2025-07-24,Synthétique,1.359014137006766e+53,3.0577818082652232e+53
2025-07-25,Synthétique,2.4462254466121784e+53,5.504007254877402e+53
2025-07-26,Synthétique,4.403205803901922e+53,9.907213058779323e+53
2025-07-27,Synthétique,7.925770447023457e+53,1.783298350580278e+54
2025-07-28,Synthétique,1.4266386804642224e+54,3.2099370310445005e+54
2025-07-29,Synthétique,2.5679496248356004e+54,5.777886655880101e+54
2025-07-30,Synthétique,4.622309324704081e+54,1.0400195980584182e+55
2025-07-31,Synthétique,8.320156784467346e+54,1.8720352765051528e+55
2025-08-01,Synthétique,1.4976282212041227e+55,3.3696634977092755e+55
2025-08-02,Synthétique,2.6957307981674213e+55,6.065394295876697e+55
2025-08-03,Synthétique,4.852315436701358e+55,1.0917709732578055e+56
2025-08-04,Synthétique,8.734167786062442e+55,1.9651877518640497e+56
2025-08-05,Synthétique,1.5721502014912396e+56,3.5373379533552892e+56
2025-08-06,Synthétique,2.8298703626842317e+56,6.367208316039521e+56
2025-08-07,Synthétique,5.0937666528316175e+56,1.1460974968871138e+57
2025-08-08,Synthétique,9.168779975096912e+56,2.062975494396805e+57
2025-08-09,Synthétique,1.650380395517444e+57,3.713355889914249e+57
2025-08-10,Synthétique,2.9706847119313995e+57,6.684040601845648e+57
2025-08-11,Synthétique,5.3472324814765185e+57,1.2031273083322167e+58
2025-08-12,Synthétique,9.625018466657734e+57,2.16562915499799e+58
2025-08-13,Synthétique,1.732503323998392e+58,3.898132478996382e+58
2025-08-14,Synthétique,3.118505983197106e+58,7.016638462193488e+58
2025-08-15,Synthétique,5.61331076975479e+58,1.2629949231948278e+59
2025-08-16,Synthétique,1.0103959385558626e+59,2.2733908617506904e+59
2025-08-17,Synthétique,1.8187126894005527e+59,4.092103551151243e+59
2025-08-18,Synthétique,3.273682840920995e+59,7.365786392072238e+59
2025-08-19,Synthétique,5.892629113657791e+59,1.3258415505730029e+60
2025-08-20,Synthétique,1.0606732404584024e+60,2.3865147910314053e+60
2025-08-21,Synthétique,1.9092118328251243e+60,4.2957266238565296e+60
2025-08-22,Synthétique,3.4365812990852245e+60,7.732307922941754e+60
2025-08-23,Synthétique,6.185846338353403e+60,1.3918154261295157e+61
2025-08-24,Synthétique,1.1134523409036127e+61,2.5052677670331284e+61
2025-08-25,Synthétique,2.004214213626503e+61,4.5094819806596315e+61
2025-08-26,Synthétique,3.607585584527705e+61,8.117067565187337e+61
2025-08-27,Synthétique,6.49365405214987e+61,1.4610721617337207e+62
2025-08-28,Synthétique,1.1688577293869766e+62,2.6299298911206972e+62
2025-08-29,Synthétique,2.1039439128965573e+62,4.733873804017255e+62
2025-08-30,Synthétique,3.787099043213803e+62,8.520972847231057e+62
2025-08-31,Synthétique,6.816778277784846e+62,1.5337751125015904e+63
2025-09-01,Synthétique,1.2270200900012723e+63,2.7607952025028627e+63
2025-09-02,Synthétique,2.2086361620022904e+63,4.969431364505153e+63
2025-09-03,Synthétique,3.975545091604122e+63,8.944976456109275e+63
2025-09-04,Synthétique,7.15598116488742e+63,1.6100957620996695e+64
2025-09-05,Synthétique,1.288076609679736e+64,2.8981723717794055e+64
2025-09-06,Synthétique,2.3185378974235249e+64,5.2167102692029303e+64
2025-09-07,Synthétique,4.173368215362344e+64,9.390078484565274e+64
2025-09-08,Synthétique,7.51206278765222e+64,1.6902141272217494e+65
2025-09-09,Synthétique,1.3521713017773993e+65,3.0423854289991487e+65
2025-09-10,Synthétique,2.4339083431993193e+65,5.476293772198468e+65
2025-09-11,Synthétique,4.381035017758773e+65,9.857328789957241e+65
2025-09-12,Synthétique,7.885863031965795e+65,1.7743191821923036e+66
2025-09-13,Synthétique,1.4194553457538432e+66,3.1937745279461468e+66
2025-09-14,Synthétique,2.5550196223569176e+66,5.748794150303064e+66
2025-09-15,Synthétique,4.5990353202424515e+66,1.0347829470545516e+67
2025-09-16,Synthétique,8.278263576436411e+66,1.8626093046981927e+67
2025-09-17,Synthétique,1.4900874437585544e+67,3.352696748456747e+67
2025-09-18,Synthétique,2.6821573987653975e+67,6.034854147222145e+67
2025-09-19,Synthétique,4.827883317777717e+67,1.0862737464999862e+68
2025-09-20,Synthétique,8.690189971999888e+67,1.955292743699975e+68
2025-09-21,Synthétique,1.5642341949599803e+68,3.5195269386599553e+68
2025-09-22,Synthétique,2.8156215509279644e+68,6.33514848958792e+68
2025-09-23,Synthétique,5.068118791670335e+68,1.1403267281258254e+69
2025-09-24,Synthétique,9.122613825006604e+68,2.0525881106264858e+69
2025-09-25,Synthétique,1.6420704885011889e+69,3.694658599127675e+69
2025-09-26,Synthétique,2.95572687930214e+69,6.650385478429815e+69
2025-09-27,Synthétique,5.3203083827438525e+69,1.1970693861173667e+70
2025-09-28,Synthétique,9.576555088938935e+69,2.1547248950112602e+70
2025-09-29,Synthétique,1.7237799160090084e+70,3.8785048110202686e+70
2025-09-30,Synthétique,3.102803848816215e+70,6.981308659836484e+70
2025-10-01,Synthétique,5.585046927869188e+70,1.2566355587705672e+71
2025-10-02,Synthétique,1.0053084470164537e+71,2.261944005787021e+71
2025-10-03,Synthétique,1.8095552046296167e+71,4.0714992104166376e+71
2025-10-04,Synthétique,3.25719936833331e+71,7.328698578749947e+71
2025-10-05,Synthétique,5.862958862999958e+71,1.3191657441749906e+72
2025-10-06,Synthétique,1.0553325953399924e+72,2.374498339514983e+72
2025-10-07,Synthétique,1.899598671611986e+72,4.274097011126969e+72
2025-10-08,Synthétique,3.4192776089015754e+72,7.693374620028544e+72
2025-10-09,Synthétique,6.154699696022836e+72,1.384807431605138e+73
2025-10-10,Synthétique,1.1078459452841107e+73,2.4926533768892487e+73
2025-10-11,Synthétique,1.9941227015113994e+73,4.486776078400648e+73
2025-10-12,Synthétique,3.589420862720518e+73,8.076196941121166e+73
2025-10-13,Synthétique,6.460957552896934e+73,1.45371544940181e+74
2025-10-14,Synthétique,1.1629723595214481e+74,2.616687808923258e+74
2025-10-15,Synthétique,2.0933502471386063e+74,4.710038056061864e+74
2025-10-16,Synthétique,3.7680304448494915e+74,8.478068500911356e+74
2025-10-17,Synthétique,6.782454800729086e+74,1.5260523301640442e+75
2025-10-18,Synthétique,1.2208418641312355e+75,2.7468941942952798e+75
2025-10-19,Synthétique,2.1975153554362246e+75,4.944409549731504e+75
2025-10-20,Synthétique,3.955527639785203e+75,8.899937189516707e+75
2025-10-21,Synthétique,7.119949751613366e+75,1.6019886941130074e+76
2025-10-22,Synthétique,1.281590955290406e+76,2.8835796494034134e+76
2025-10-23,Synthétique,2.3068637195227306e+76,5.190443368926144e+76
2025-10-24,Synthétique,4.1523546951409154e+76,9.342798064067059e+76
2025-10-25,Synthétique,7.474238451253648e+76,1.6817036515320707e+77
2025-10-26,Synthétique,1.3453629212256566e+77,3.0270665727577273e+77
2025-10-27,Synthétique,2.4216532582061815e+77,5.448719830963909e+77
2025-10-28,Synthétique,4.3589758647711283e+77,9.807695695735037e+77
2025-10-29,Synthétique,7.84615655658803e+77,1.7653852252323067e+78
2025-10-30,Synthétique,1.4123081801858452e+78,3.177693405418152e+78
2025-10-31,Synthétique,2.542154724334522e+78,5.719848129752674e+78
2025-11-01,Synthétique,4.5758785038021396e+78,1.0295726633554814e+79
2025-11-02,Synthétique,8.23658130684385e+78,1.8532307940398663e+79
2025-11-03,Synthétique,1.4825846352318936e+79,3.33581542927176e+79
2025-11-04,Synthétique,2.6686523434174076e+79,6.004467772689167e+79
2025-11-05,Synthétique,4.803574218151334e+79,1.0808041990840501e+80
2025-11-06,Synthétique,8.6464335926724e+79,1.9454475583512902e+80
2025-11-07,Synthétique,1.5563580466810325e+80,3.5018056050323226e+80
2025-11-08,Synthétique,2.801444484025858e+80,6.303250089058181e+80
2025-11-09,Synthétique,5.042600071246545e+80,1.1345850160304726e+81
2025-11-10,Synthétique,9.076680128243781e+80,2.0422530288548507e+81
2025-11-11,Synthétique,1.633802423083881e+81,3.6760554519387316e+81
2025-11-12,Synthétique,2.9408443615509853e+81,6.616899813489717e+81
2025-11-13,Synthétique,5.293519850791774e+81,1.1910419664281491e+82
2025-11-14,Synthétique,9.528335731425193e+81,2.1438755395706684e+82
2025-11-15,Synthétique,1.7151004316565347e+82,3.858975971227203e+82
2025-11-16,Synthétique,3.087180776981763e+82,6.946156748208966e+82
2025-11-17,Synthétique,5.556925398567172e+82,1.2503082146776138e+83
2025-11-18,Synthétique,1.0002465717420913e+83,2.250554786419705e+83
2025-11-19,Synthétique,1.8004438291357644e+83,4.0509986155554694e+83
2025-11-20,Synthétique,3.2407988924443764e+83,7.291797507999846e+83
2025-11-21,Synthétique,5.833438006399877e+83,1.3125235514399723e+84
2025-11-22,Synthétique,1.0500188411519775e+84,2.36254239259195e+84
2025-11-23,Synthétique,1.8900339140735597e+84,4.2525763066655095e+84
2025-11-24,Synthétique,3.402061045332408e+84,7.6546373519979176e+84
2025-11-25,Synthétique,6.123709881598334e+84,1.3778347233596252e+85
2025-11-26,Synthétique,1.1022677786877004e+85,2.4801025020473256e+85
2025-11-27,Synthétique,1.9840820016378605e+85,4.464184503685186e+85
2025-11-28,Synthétique,3.571347602948148e+85,8.035532106633334e+85
2025-11-29,Synthétique,6.428425685306669e+85,1.4463957791940004e+86
2025-11-30,Synthétique,1.1571166233552002e+86,2.6035124025492005e+86
2025-12-01,Synthétique,2.0828099220393608e+86,4.6863223245885613e+86
2025-12-02,Synthétique,3.749057859670849e+86,8.43538018425941e+86
2025-12-03,Synthétique,6.748304147407527e+86,1.5183684331666938e+87
2025-12-04,Synthétique,1.214694746533355e+87,2.733063179700049e+87
2025-12-05,Synthétique,2.1864505437600387e+87,4.919513723460088e+87
2025-12-06,Synthétique,3.9356109787680704e+87,8.855124702228158e+87
2025-12-07,Synthétique,7.084099761782527e+87,1.5939224464010685e+88
2025-12-08,Synthétique,1.2751379571208548e+88,2.8690604035219233e+88
2025-12-09,Synthétique,2.295248322817539e+88,5.1643087263394625e+88
2025-12-10,Synthétique,4.13144698107157e+88,9.295755707411033e+88
2025-12-11,Synthétique,7.436604565928826e+88,1.673236027333986e+89
2025-12-12,Synthétique,1.3385888218671888e+89,3.0118248492011746e+89
2025-12-13,Synthétique,2.40945987936094e+89,5.421284728562115e+89
2025-12-14,Synthétique,4.337027782849691e+89,9.758312511411806e+89
2025-12-15,Synthétique,7.806650009129446e+89,1.7564962520541252e+90
2025-12-16,Synthétique,1.4051970016433004e+90,3.1616932536974256e+90
2025-12-17,Synthétique,2.5293546029579407e+90,5.691047856655366e+90
2025-12-18,Synthétique,4.552838285324294e+90,1.024388614197966e+91
2025-12-19,Synthétique,8.195108913583728e+90,1.8438995055563387e+91
2025-12-20,Synthétique,1.475119604445071e+91,3.31901911000141e+91
2025-12-21,Synthétique,2.655215288001128e+91,5.974234398002538e+91
2025-12-22,Synthétique,4.779387518402031e+91,1.0753621916404569e+92
2025-12-23,Synthétique,8.602897533123658e+91,1.9356519449528227e+92
2025-12-24,Synthétique,1.5485215559622586e+92,3.484173500915081e+92
2025-12-25,Synthétique,2.787338800732065e+92,6.271512301647146e+92
2025-12-26,Synthétique,5.0172098413177163e+92,1.1288722142964863e+93
2025-12-27,Synthétique,9.03097771437189e+92,2.0319699857336753e+93
2025-12-28,Synthétique,1.6255759885869406e+93,3.657545974320616e+93
2025-12-29,Synthétique,2.926036779456493e+93,6.583582753777109e+93
2025-12-30,Synthétique,5.266866203021688e+93,1.1850448956798797e+94
2025-12-31,Synthétique,9.480359165439036e+93,2.1330808122237833e+94
