Date,Libellé,Montant,Solde
2025-11-28,Synthétique PME,-303.42,-3592.46
2025-11-29,Synthétique PME,-268.1,-3860.55
2025-11-30,Synthétique PME,-173.2,-4033.75
2025-12-01,Synthétique PME,9023.09,4989.34
2025-12-02,Synthétique PME,-323.85,4665.49
2025-12-03,Synthétique PME,-324.22,4341.28
2025-12-04,Synthétique PME,-281.62,4059.66
2025-12-05,Synthétique PME,-226.1,3833.56
2025-12-06,Synthétique PME,-338.23,3495.32
2025-12-07,Synthétique PME,-295.73,3199.59
2025-12-08,Synthétique PME,-233.57,2966.03
2025-12-09,Synthétique PME,-244.22,2721.81
2025-12-10,Synthétique PME,-279.27,2442.54
2025-12-11,Synthétique PME,-358.67,2083.87
2025-12-12,Synthétique PME,-265.37,1818.51
2025-12-13,Synthétique PME,-318.68,1499.82
2025-12-14,Synthétique PME,-264.57,1235.26
2025-12-15,Synthétique PME,-330.59,904.67
2025-12-16,Synthétique PME,-259.15,645.51
2025-12-17,Synthétique PME,-295.99,349.53
2025-12-18,Synthétique PME,-352.64,-3.12
2025-12-19,Synthétique PME,-244.18,-247.3
2025-12-20,Synthétique PME,-319.71,-567.01
2025-12-21,Synthétique PME,-324.46,-891.48
2025-12-22,Synthétique PME,-328.03,-1219.5
2025-12-23,Synthétique PME,-259.51,-1479.01
2025-12-24,Synthétique PME,-277.94,-1756.95
2025-12-25,Synthétique PME,-246.96,-2003.91
2025-12-26,Synthétique PME,-352.06,-2355.96
2025-12-27,Synthétique PME,-263.49,-2619.46
2025-12-28,Synthétique PME,-331.92,-2951.38
2025-12-29,Synthétique PME,-263.4,-3214.78
2025-12-30,Synthétique PME,-373.3,-3588.07
2025-12-31,Synthétique PME,-252.52,-3840.6
